telepules,terulet,lakossag,,,,,,,,,,,,,,
Chernelházadamonya,8,196,,,,,,,,,,,,,,
Csánig,8,372,,,,,,,,,,,,,,
Csénye,19,724,,,,,,,,,,,,,,
Gérce,18,1087,,,,,,,,,,,,,,
Gór,11,307,,,,,,,,,,,,,,
Hegyfalu,12,769,,,,,,,,,,,,,,
Hosszúpereszteg,37,613,,,,,,,,,,,,,,
Ikervár,35,1798,,,,,,,,,,,,,,
Jákfa,20,535,,,,,,,,,,,,,,
Káld,42,1030,,,,,,,,,,,,,,
Kenéz,7,268,,,,,,,,,,,,,,
Megyehíd,6,331,,,,,,,,,,,,,,
Meggyeskovácsi,25,704,,,,,,,,,,,,,,
Mesterháza,4,146,,,,,,,,,,,,,,
Nagygeresd,9,261,,,,,,,,,,,,,,
Nemesládony,6,135,,,,,,,,,,,,,,
Nick,11,503,,,,,,,,,,,,,,
Nyőgér,11,305,,,,,,,,,,,,,,
Ölbő,24,732,,,,,,,,,,,,,,
Pecöl,17,792,,,,,,,,,,,,,,
Porpác,6,153,,,,,,,,,,,,,,
Pósfa,5,270,,,,,,,,,,,,,,
Rábapaty,21,1715,,,,,,,,,,,,,,
Répcelak,14,2414,,,,,,,,,,,,,,
Répceszentgyörgy,6,100,,,,,,,,,,,,,,
Sajtoskál,9,407,,,,,,,,,,,,,,
Sárvár,65,14764,,,,,,,,,,,,,,
Simaság,10,534,,,,,,,,,,,,,,
Sitke,27,652,,,,,,,,,,,,,,
Sótony,15,618,,,,,,,,,,,,,,
Szeleste,21,677,,,,,,,,,,,,,,
Tompaládony,9,307,,,,,,,,,,,,,,
Uraiújfalu,19,879,,,,,,,,,,,,,,
Vámoscsalád,12,314,,,,,,,,,,,,,,
Vásárosmiske,13,351,,,,,,,,,,,,,,
Vasegerszeg,13,390,,,,,,,,,,,,,,
Vashosszúfalu,14,353,,,,,,,,,,,,,,
Zsédeny,6,182,,,,,,,,,,,,,,
Sárvári járás,685,38450,,,,,,,,,,,,,,
Alsószölnök,10,367,,,,,,,,,,,,,,
Apátistvánfalva,13,358,,,,,,,,,,,,,,
Csörötnek,21,843,,,,,,,,,,,,,,
Felsőszölnök,24,556,,,,,,,,,,,,,,
Gasztony,14,439,,,,,,,,,,,,,,
Kétvölgy,6,107,,,,,,,,,,,,,,
Kondorfa,22,530,,,,,,,,,,,,,,
Magyarlak,8,731,,,,,,,,,,,,,,
Nemesmedves,5,24,,,,,,,,,,,,,,
Orfalu,7,64,,,,,,,,,,,,,,
Rábagyarmat,17,788,,,,,,,,,,,,,,
Rátót,7,290,,,,,,,,,,,,,,
Rönök,17,437,,,,,,,,,,,,,,
Szakonyfalu,11,354,,,,,,,,,,,,,,
Szentgotthárd,68,8839,,,,,,,,,,,,,,
Vasszentmihály,6,341,,,,,,,,,,,,,,
Szentgotthárdi járás,255,15068,,,,,,,,,,,,,,
Acsád,14,672,,,,,,,,,,,,,,
Balogunyom,12,1190,,,,,,,,,,,,,,
Bozzai,4,316,,,,,,,,,,,,,,
Bucsu,17,586,,,,,,,,,,,,,,
Csempeszkopács,5,285,,,,,,,,,,,,,,
Dozmat,9,226,,,,,,,,,,,,,,
Felsőcsatár,18,502,,,,,,,,,,,,,,
Gencsapáti,22,2869,,,,,,,,,,,,,,
Gyanógeregye,7,153,,,,,,,,,,,,,,
Horvátlövő,6,196,,,,,,,,,,,,,,
Ják,45,2591,,,,,,,,,,,,,,
Kisunyom,10,415,,,,,,,,,,,,,,
Meszlen,12,217,,,,,,,,,,,,,,
Nárai,16,1283,,,,,,,,,,,,,,
Narda,10,497,,,,,,,,,,,,,,
Nemesbőd,9,618,,,,,,,,,,,,,,
Nemeskolta,7,352,,,,,,,,,,,,,,
Perenye,16,686,,,,,,,,,,,,,,
Pornóapáti,15,415,,,,,,,,,,,,,,
Rábatöttös,6,206,,,,,,,,,,,,,,
Rum,17,1163,,,,,,,,,,,,,,
Salköveskút,13,506,,,,,,,,,,,,,,
Sé,6,1417,,,,,,,,,,,,,,
Sorkifalud,17,668,,,,,,,,,,,,,,
Sorkikápolna,9,276,,,,,,,,,,,,,,
Sorokpolány,13,840,,,,,,,,,,,,,,
Söpte,14,805,,,,,,,,,,,,,,
Szentpéterfa,31,953,,,,,,,,,,,,,,
Szombathely,98,79348,,,,,,,,,,,,,,
Tanakajd,12,765,,,,,,,,,,,,,,
Táplánszentkereszt,20,2617,,,,,,,,,,,,,,
Torony,13,1948,,,,,,,,,,,,,,
Vasasszonyfa,11,368,,,,,,,,,,,,,,
Vaskeresztes,9,377,,,,,,,,,,,,,,
Vassurány,10,800,,,,,,,,,,,,,,
Vasszécseny,18,1416,,,,,,,,,,,,,,
Vasszilvágy,12,401,,,,,,,,,,,,,,
Vát,23,662,,,,,,,,,,,,,,
Vép,33,3358,,,,,,,,,,,,,,
Zsennye,5,100,,,,,,,,,,,,,,
Szombathelyi járás,646,113063,,,,,,,,,,,,,,
Alsóújlak,21,584,,,,,,,,,,,,,,
Andrásfa,8,246,,,,,,,,,,,,,,
Bérbaltavár,26,493,,,,,,,,,,,,,,
Csehi,9,245,,,,,,,,,,,,,,
Csehimindszent,15,336,,,,,,,,,,,,,,
Csipkerek,13,322,,,,,,,,,,,,,,
Egervölgy,9,327,,,,,,,,,,,,,,
Gersekarát,20,633,,,,,,,,,,,,,,
Győrvár,17,606,,,,,,,,,,,,,,
Hegyhátszentpéter,7,111,,,,,,,,,,,,,,
Kám,15,401,,,,,,,,,,,,,,
Mikosszéplak,19,317,,,,,,,,,,,,,,
Nagytilaj,16,114,,,,,,,,,,,,,,
Olaszfa,17,428,,,,,,,,,,,,,,
Oszkó,20,655,,,,,,,,,,,,,,
Pácsony,10,276,,,,,,,,,,,,,,
Petőmihályfa,10,193,,,,,,,,,,,,,,
Püspökmolnári,15,896,,,,,,,,,,,,,,
Rábahídvég,22,949,,,,,,,,,,,,,,
Sárfimizdó,7,106,,,,,,,,,,,,,,
Szemenye,12,308,,,,,,,,,,,,,,
Telekes,11,491,,,,,,,,,,,,,,
Vasvár,55,4127,,,,,,,,,,,,,,
Vasvári járás,374,13164,,,,,,,,,,,,,,
Veszprém megye,,,,,,,,,,,,,,,,
Ajka,95,29058,,,,,,,,,,,,,,
Csehbánya,13,273,,,,,,,,,,,,,,
Farkasgyepű,10,405,,,,,,,,,,,,,,
Halimba,13,1097,,,,,,,,,,,,,,
Kislőd,38,1219,,,,,,,,,,,,,,
Magyarpolány,27,1133,,,,,,,,,,,,,,
Nyirád,61,1928,,,,,,,,,,,,,,
Öcs,14,198,,,,,,,,,,,,,,
Szőc,8,457,,,,,,,,,,,,,,
Úrkút,20,2059,,,,,,,,,,,,,,
Városlőd,22,1394,,,,,,,,,,,,,,
Ajkai járás,321,39221,,,,,,,,,,,,,,
Balatonalmádi,50,9167,,,,,,,,,,,,,,
Balatonfőkajár,22,1332,,,,,,,,,,,,,,
Balatonfűzfő,9,4299,,,,,,,,,,,,,,
Balatonkenese,66,3195,,,,,,,,,,,,,,
Balatonvilágos,29,1179,,,,,,,,,,,,,,
Csajág,22,801,,,,,,,,,,,,,,
Felsőörs,17,1631,,,,,,,,,,,,,,
Királyszentistván,9,457,,,,,,,,,,,,,,
Küngös,9,506,,,,,,,,,,,,,,
Litér,13,2044,,,,,,,,,,,,,,
Papkeszi,22,1567,,,,,,,,,,,,,,
Balatonalmádi járás,269,26178,,,,,,,,,,,,,,
Alsóörs,33,1474,,,,,,,,,,,,,,
Aszófő,8,401,,,,,,,,,,,,,,
Balatonakali,36,627,,,,,,,,,,,,,,
Balatoncsicsó,13,218,,,,,,,,,,,,,,
Balatonfüred,46,13532,,,,,,,,,,,,,,
Balatonszepezd,25,409,,,,,,,,,,,,,,
Balatonszőlős,13,628,,,,,,,,,,,,,,
Balatonudvari,19,314,,,,,,,,,,,,,,
Csopak,24,1648,,,,,,,,,,,,,,
Dörgicse,19,249,,,,,,,,,,,,,,
Lovas,6,438,,,,,,,,,,,,,,
Monoszló,7,133,,,,,,,,,,,,,,
Óbudavár,3,58,,,,,,,,,,,,,,
Örvényes,4,165,,,,,,,,,,,,,,
Paloznak,9,436,,,,,,,,,,,,,,
Pécsely,20,512,,,,,,,,,,,,,,
Szentantalfa,7,426,,,,,,,,,,,,,,
Szentjakabfa,6,103,,,,,,,,,,,,,,
Tagyon,3,91,,,,,,,,,,,,,,
Tihany,27,1357,,,,,,,,,,,,,,
Vászoly,9,220,,,,,,,,,,,,,,
Zánka,20,927,,,,,,,,,,,,,,
Balatonfüredi járás,358,24366,,,,,,,,,,,,,,
Adorjánháza,11,338,,,,,,,,,,,,,,
Apácatorna,7,163,,,,,,,,,,,,,,
Borszörcsök,12,362,,,,,,,,,,,,,,
Csögle,17,621,,,,,,,,,,,,,,
Dabrony,17,345,,,,,,,,,,,,,,
Devecser,64,4325,,,,,,,,,,,,,,
Doba,21,512,,,,,,,,,,,,,,
Egeralja,9,234,,,,,,,,,,,,,,
Iszkáz,16,311,,,,,,,,,,,,,,
Kamond,21,420,,,,,,,,,,,,,,
Karakószörcsök,7,291,,,,,,,,,,,,,,
Kerta,15,592,,,,,,,,,,,,,,
Kisberzseny,5,86,,,,,,,,,,,,,,
Kiscsősz,9,116,,,,,,,,,,,,,,
Kispirit,5,79,,,,,,,,,,,,,,
Kisszőlős,6,146,,,,,,,,,,,,,,
Kolontár,22,714,,,,,,,,,,,,,,
Nagyalásony,14,480,,,,,,,,,,,,,,
Nagypirit,10,254,,,,,,,,,,,,,,
Noszlop,34,985,,,,,,,,,,,,,,
Oroszi,5,130,,,,,,,,,,,,,,
Pusztamiske,18,413,,,,,,,,,,,,,,
Somlójenő,8,321,,,,,,,,,,,,,,
Somlószőlős,19,653,,,,,,,,,,,,,,
Somlóvásárhely,23,1100,,,,,,,,,,,,,,
Somlóvecse,5,91,,,,,,,,,,,,,,
Tüskevár,17,561,,,,,,,,,,,,,,
Vid,3,110,,,,,,,,,,,,,,
Devecseri járás,422,14753,,,,,,,,,,,,,,
Adásztevel,8,771,,,,,,,,,,,,,,
Bakonyjákó,47,613,,,,,,,,,,,,,,
Bakonykoppány,7,191,,,,,,,,,,,,,,
Bakonypölöske,11,371,,,,,,,,,,,,,,
Bakonyság,9,46,,,,,,,,,,,,,,
Bakonyszentiván,9,216,,,,,,,,,,,,,,
Bakonyszücs,35,319,,,,,,,,,,,,,,
Bakonytamási,20,591,,,,,,,,,,,,,,
Béb,7,254,,,,,,,,,,,,,,
Békás,7,231,,,,,,,,,,,,,,
Csót,20,968,,,,,,,,,,,,,,
Dáka,25,643,,,,,,,,,,,,,,
Döbrönte,11,262,,,,,,,,,,,,,,
Egyházaskesző,20,507,,,,,,,,,,,,,,
Ganna,15,243,,,,,,,,,,,,,,
Gecse,9,396,,,,,,,,,,,,,,
Gic,20,427,,,,,,,,,,,,,,
Homokbödöge,16,670,,,,,,,,,,,,,,
Kemeneshőgyész,26,492,,,,,,,,,,,,,,
Kemenesszentpéter,21,632,,,,,,,,,,,,,,
Kup,25,459,,,,,,,,,,,,,,
Külsővat,19,758,,,,,,,,,,,,,,
Lovászpatona,50,1077,,,,,,,,,,,,,,
Magyargencs,38,495,,,,,,,,,,,,,,
Malomsok,26,508,,,,,,,,,,,,,,
Marcalgergelyi,8,387,,,,,,,,,,,,,,
Marcaltő,22,763,,,,,,,,,,,,,,
Mezőlak,22,1031,,,,,,,,,,,,,,
Mihályháza,22,742,,,,,,,,,,,,,,
Nagyacsád,14,643,,,,,,,,,,,,,,
Nagydém,13,365,,,,,,,,,,,,,,
Nagygyimót,23,513,,,,,,,,,,,,,,
Nagytevel,14,521,,,,,,,,,,,,,,
Nemesgörzsöny,19,678,,,,,,,,,,,,,,
Nemesszalók,21,919,,,,,,,,,,,,,,
Németbánya,12,80,,,,,,,,,,,,,,
Nóráp,8,199,,,,,,,,,,,,,,
Nyárád,20,897,,,,,,,,,,,,,,
Pápa,92,32052,,,,,,,,,,,,,,
Pápadereske,6,275,,,,,,,,,,,,,,
Pápakovácsi,14,532,,,,,,,,,,,,,,
Pápasalamon,14,345,,,,,,,,,,,,,,
Pápateszér,31,1150,,,,,,,,,,,,,,
Takácsi,19,800,,,,,,,,,,,,,,
Ugod,63,1420,,,,,,,,,,,,,,
Vanyola,20,548,,,,,,,,,,,,,,
Várkesző,6,175,,,,,,,,,,,,,,181
Vaszar,34,1446,,,,,,,,,,,,,,
Vinár,5,227,,,,,,,,,,,,,,
Pápai járás,1022,58848,,,,,,,,,,,,,,
Bazsi,9,388,,,,,,,,,,,,,,
Bodorfa,2,107,,,,,,,,,,,,,,
Csabrendek,45,2969,,,,,,,,,,,,,,
Dabronc,20,406,,,,,,,,,,,,,,
Gógánfa,13,751,,,,,,,,,,,,,,
Gyepükaján,9,329,,,,,,,,,,,,,,
Hetyefő,4,94,,,,,,,,,,,,,,
Hosztót,7,59,,,,,,,,,,,,,,
Káptalanfa,34,827,,,,,,,,,,,,,,
Megyer,4,12,,,,,,,,,,,,,,
Nemeshany,11,406,,,,,,,,,,,,,,
Rigács,6,191,,,,,,,,,,,,,,
Sümeg,64,6190,,,,,,,,,,,,,,
Sümegprága,6,600,,,,,,,,,,,,,,
Szentimrefalva,11,205,,,,,,,,,,,,,,
Ukk,14,323,,,,,,,,,,,,,,
Veszprémgalsa,9,264,,,,,,,,,,,,,,
Zalaerdőd,18,244,,,,,,,,,,,,,,
Zalagyömörő,11,438,,,,,,,,,,,,,,
Zalameggyes,3,59,,,,,,,,,,,,,,
Zalaszegvár,7,145,,,,,,,,,,,,,,
Sümegi járás,306,15007,,,,,,,,,,,,,,
Ábrahámhegy,15,445,,,,,,,,,,,,,,
Badacsonytomaj,33,2080,,,,,,,,,,,,,,
Badacsonytördemic,10,820,,,,,,,,,,,,,,
Balatonederics,19,1013,,,,,,,,,,,,,,
Balatonhenye,12,106,,,,,,,,,,,,,,
Balatonrendes,7,119,,,,,,,,,,,,,,
Gyulakeszi,10,695,,,,,,,,,,,,,,
Hegyesd,11,155,,,,,,,,,,,,,,
Hegymagas,8,267,,,,,,,,,,,,,,
Kapolcs,14,396,,,,,,,,,,,,,,
Káptalantóti,12,420,,,,,,,,,,,,,,
Kékkút,4,95,,,,,,,,,,,,,,
Kisapáti,7,352,,,,,,,,,,,,,,
Kővágóörs,22,802,,,,,,,,,,,,,,
Köveskál,14,371,,,,,,,,,,,,,,
Lesencefalu,7,303,,,,,,,,,,,,,,
Lesenceistvánd,9,959,,,,,,,,,,,,,,
Lesencetomaj,24,1084,,,,,,,,,,,,,,
Mindszentkálla,11,289,,,,,,,,,,,,,,
Monostorapáti,26,1075,,,,,,,,,,,,,,
Nemesgulács,8,959,,,,,,,,,,,,,,
Nemesvita,9,347,,,,,,,,,,,,,,
Raposka,5,221,,,,,,,,,,,,,,
Révfülöp,10,1062,,,,,,,,,,,,,,
Salföld,5,59,,,,,,,,,,,,,,
Sáska,37,256,,,,,,,,,,,,,,
Szentbékkálla,11,186,,,,,,,,,,,,,,
Szigliget,34,824,,,,,,,,,,,,,,
Taliándörögd,28,735,,,,,,,,,,,,,,
Tapolca,63,15596,,,,,,,,,,,,,,
Uzsa,20,323,,,,,,,,,,,,,,
Vigántpetend,11,194,,,,,,,,,,,,,,
Zalahaláp,24,1293,,,,,,,,,,,,,,
Tapolcai járás,540,33901,,,,,,,,,,,,,,
Berhida,43,5967,,,,,,,,,,,,,,
Jásd,10,728,,,,,,,,,,,,,,
Ősi,36,2017,,,,,,,,,,,,,,
Öskü,48,2262,,,,,,,,,,,,,,
Pétfürdő,17,4717,,,,,,,,,,,,,,
Tés,49,797,,,,,,,,,,,,,,
Várpalota,77,20305,,,,,,,,,,,,,,
Vilonya,14,591,,,,,,,,,,,,,,
Várpalotai járás,294,37384,,,,,,,,,,,,,,
Bánd,10,673,,,,,,,,,,,,,,
Barnag,12,116,,,,,,,,,,,,,,
Eplény,8,523,,,,,,,,,,,,,,
Hajmáskér,38,3064,,,,,,,,,,,,,,
Hárskút,34,653,,,,,,,,,,,,,,
Herend,20,3339,,,,,,,,,,,,,,
Hidegkút,14,445,,,,,,,,,,,,,,
Márkó,34,1209,,,,,,,,,,,,,,
Mencshely,13,261,,,,,,,,,,,,,,
Nagyvázsony,76,1783,,,,,,,,,,,,,,
Nemesvámos,41,2516,,,,,,,,,,,,,,
Pula,15,200,,,,,,,,,,,,,,
Sóly,10,476,,,,,,,,,,,,,,
Szentgál,95,2676,,,,,,,,,,,,,,
Szentkirályszabadja,22,2033,,,,,,,,,,,,,,
Tótvázsony,43,1234,,,,,,,,,,,,,,
Veszprém,127,64024,,,,,,,,,,,,,,
Veszprémfajsz,12,250,,,,,,,,,,,,,,
Vöröstó,6,98,,,,,,,,,,,,,,
Veszprémi járás,630,85573,,,,,,,,,,,,,,
Bakonybél,24,1193,,,,,,,,,,,,,,
Bakonynána,15,1047,,,,,,,,,,,,,,
Bakonyoszlop,14,507,,,,,,,,,,,,,,
Bakonyszentkirály,28,804,,,,,,,,,,,,,,
Borzavár,13,712,,,,,,,,,,,,,,
Csesznek,24,515,,,,,,,,,,,,,,
Csetény,18,1880,,,,,,,,,,,,,,
Dudar,25,1534,,,,,,,,,,,,,,
Lókút,18,497,,,,,,,,,,,,,,
Nagyesztergár,18,1209,,,,,,,,,,,,,,
Olaszfalu,43,1068,,,,,,,,,,,,,,
Pénzesgyőr,18,338,,,,,,,,,,,,,,
Porva,28,435,,,,,,,,,,,,,,
Szápár,7,499,,,,,,,,,,,,,,
Zirc,37,7096,,,,,,,,,,,,,,
Zirci járás,331,19334,,,,,,,,,,,,,,
Zala megye,,,,,,,,,,,,,,,,
Alsópáhok,18,1293,,,,,,,,,,,,,,
Balatongyörök,38,1113,,,,,,,,,,,,,,
Bókaháza,7,305,,,,,,,,,,,,,,
Cserszegtomaj,13,2797,,,,,,,,,,,,,,
Dióskál,20,474,,,,,,,,,,,,,,
Egeraracsa,7,300,,,,,,,,,,,,,,
Esztergályhorváti,17,450,,,,,,,,,,,,,,
Felsőpáhok,7,640,,,,,,,,,,,,,,
Gétye,7,122,,,,,,,,,,,,,,
Gyenesdiás,19,3720,,,,,,,,,,,,,,
Hévíz,8,4375,,,,,,,,,,,,,,
Karmacs,14,783,,,,,,,,,,,,,,
Keszthely,76,20895,,,,,,,,,,,,,,
Ligetfalva,5,47,,,,,,,,,,,,,,
Nemesbük,10,667,,,,,,,,,,,,,,
Rezi,30,1166,,,,,,,,,,,,,,
Sármellék,35,1843,,,,,,,,,,,,,,
Szentgyörgyvár,12,314,,,,,,,,,,,,,,
Vállus,22,131,,,,,,,,,,,,,,
Várvölgy,25,1045,,,,,,,,,,,,,,
Vindornyafok,4,123,,,,,,,,,,,,,,
Vindornyalak,4,81,,,,,,,,,,,,,,
Vindornyaszőlős,11,373,,,,,,,,,,,,,,
Vonyarcvashegy,14,2291,,,,,,,,,,,,,,
Zalaapáti,23,1610,,,,,,,,,,,,,,
Zalacsány,16,1008,,,,,,,,,,,,,,
Zalaköveskút,2,26,,,,,,,,,,,,,,
Zalaszántó,38,996,,,,,,,,,,,,,,
Zalaszentmárton,5,66,,,,,,,,,,,,,,
Zalavár,31,915,,,,,,,,,,,,,,
Keszthelyi járás,536,49969,,,,,,,,,,,,,,
Alsószenterzsébet,10,66,,,,,,,,,,,,,,
Baglad,5,45,,,,,,,,,,,,,,
Barlahida,6,124,,,,,,,,,,,,,,
Belsősárd,10,99,,,,,,,,,,,,,,
Bödeháza,7,55,,,,,,,,,,,,,,
Csesztreg,23,790,,,,,,,,,,,,,,
Csömödér,8,580,,,,,,,,,,,,,,
Dobri,8,154,,,,,,,,,,,,,,
Felsőszenterzsébet,8,14,,,,,,,,,,,,,,
Gáborjánháza,5,66,,,,,,,,,,,,,,
Gosztola,7,44,,,,,,,,,,,,,,
Hernyék,10,101,,,,,,,,,,,,,,
Iklódbördőce,12,297,,,,,,,,,,,,,,
Kálócfa,10,149,,,,,,,,,,,,,,
Kányavár,4,110,,,,,,,,,,,,,,
Kerkabarabás,10,271,,,,,,,,,,,,,,
Kerkafalva,19,112,,,,,,,,,,,,,,
Kerkakutas,20,125,,,,,,,,,,,,,,
Kerkateskánd,9,164,,,,,,,,,,,,,,
Kissziget,7,175,,,,,,,,,,,,,,
Kozmadombja,8,54,,,,,,,,,,,,,,
Külsősárd,2,74,,,,,,,,,,,,,,
Lendvadedes,4,27,,,,,,,,,,,,,,
Lendvajakabfa,6,26,,,,,,,,,,,,,,
Lenti,74,7971,,,,,,,,,,,,,,
Lovászi,10,1205,,,,,,,,,,,,,,
Magyarföld,9,40,,,,,,,,,,,,,,
Márokföld,7,45,,,,,,,,,,,,,,
Mikekarácsonyfa,9,266,,,,,,,,,,,,,,
Nemesnép,10,123,,,,,,,,,,,,,,
Nova,39,819,,,,,,,,,,,,,,
Ortaháza,7,121,,,,,,,,,,,,,,
Páka,23,1068,,,,,,,,,,,,,,
Pórszombat,16,300,,,,,,,,,,,,,,
Pördefölde,19,69,,,,,,,,,,,,,,
Pusztaapáti,11,25,,,,,,,,,,,,,,
Ramocsa,3,43,,,,,,,,,,,,,,
Rédics,25,940,,,,,,,,,,,,,,
Resznek,18,291,,,,,,,,,,,,,,
Szécsisziget,6,213,,,,,,,,,,,,,,
Szentgyörgyvölgy,30,399,,,,,,,,,,,,,,
Szijártóháza,4,29,,,,,,,,,,,,,,
Szilvágy,24,200,,,,,,,,,,,,,,
Tormafölde,19,332,,,,,,,,,,,,,,
Tornyiszentmiklós,19,616,,,,,,,,,,,,,,
Zalabaksa,16,638,,,,,,,,,,,,,,
Zalaszombatfa,6,44,,,,,,,,,,,,,,
Zebecke,4,60,,,,,,,,,,,,,,
Lenti járás,624,19579,,,,,,,,,,,,,,
Bánokszentgyörgy,33,642,,,,,,,,,,,,,,
Bázakerettye,8,826,,,,,,,,,,,,,,
Becsehely,36,2066,,,,,,,,,,,,,,
Borsfa,12,710,,,,,,,,,,,,,,
Bucsuta,16,227,,,,,,,,,,,,,,
Csörnyeföld,21,462,,,,,,,,,,,,,,
Kerkaszentkirály,8,242,,,,,,,,,,,,,,
Kiscsehi,11,169,,,,,,,,,,,,,,
Kistolmács,12,167,,,,,,,,,,,,,,
Lasztonya,9,103,,,,,,,,,,,,,,
Letenye,42,4053,,,,,,,,,,,,,,
Lispeszentadorján,9,292,,,,,,,,,,,,,,
Maróc,5,83,,,,,,,,,,,,,,
Molnári,13,689,,,,,,,,,,,,,,
Murarátka,12,266,,,,,,,,,,,,,,
Muraszemenye,16,648,,,,,,,,,,,,,,
Oltárc,30,270,,,,,,,,,,,,,,
Petrivente,8,352,,,,,,,,,,,,,,
Pusztamagyaród,16,563,,,,,,,,,,,,,,
Semjénháza,5,618,,,,,,,,,,,,,,
Szentliszló,7,293,,,,,,,,,,,,,,
Szentmargitfalva,3,94,,,,,,,,,,,,,,
Tótszentmárton,10,831,,,,,,,,,,,,,,
Tótszerdahely,12,1137,,,,,,,,,,,,,,
Valkonya,8,56,,,,,,,,,,,,,,
Várfölde,15,192,,,,,,,,,,,,,,
Zajk,12,214,,,,,,,,,,,,,,
Letenyei járás,389,16265,,,,,,,,,,,,,,
Alsórajk,8,347,,,,,,,,,,,,,,
Balatonmagyaród,32,480,,,,,,,,,,,,,,
Belezna,31,785,,,,,,,,,,,,,,
Bocska,7,342,,,,,,,,,,,,,,
Börzönce,6,50,,,,,,,,,,,,,,
Csapi,10,176,,,,,,,,,,,,,,
Eszteregnye,20,679,,,,,,,,,,,,,,
Felsőrajk,21,725,,,,,,,,,,,,,,
Fityeház,7,651,,,,,,,,,,,,,,
Fűzvölgy,3,143,,,,,,,,,,,,,,
Galambok,26,1292,,,,,,,,,,,,,,
Garabonc,19,716,,,,,,,,,,,,,,
Gelse,22,1056,,,,,,,,,,,,,,
Gelsesziget,5,280,,,,,,,,,,,,,,
Hahót,39,1055,,,,,,,,,,,,,,
Homokkomárom,17,218,,,,,,,,,,,,,,
Hosszúvölgy,4,158,,,,,,,,,,,,,,
Kacorlak,8,208,,,,,,,,,,,,,,
Kerecseny,13,255,,,,,,,,,,,,,,
Kilimán,6,237,,,,,,,,,,,,,,
Kisrécse,3,186,,,,,,,,,,,,,,
Liszó,26,404,,,,,,,,,,,,,,
Magyarszentmiklós,4,276,,,,,,,,,,,,,,
Magyarszerdahely,16,517,,,,,,,,,,,,,,
Miháld,22,835,,,,,,,,,,,,,,
Murakeresztúr,12,1757,,,,,,,,,,,,,,
Nagybakónak,18,403,,,,,,,,,,,,,,
Nagykanizsa,148,49302,,,,,,,,,,,,,,
Nagyrada,13,457,,,,,,,,,,,,,,
Nagyrécse,27,1136,,,,,,,,,,,,,,
Nemespátró,12,322,,,,,,,,,,,,,,
Orosztony,18,429,,,,,,,,,,,,,,
Pat,8,212,,,,,,,,,,,,,,
Pölöskefő,12,405,,,,,,,,,,,,,,
Pötréte,14,250,,,,,,,,,,,,,,
Rigyác,15,406,,,,,,,,,,,,,,
Sand,7,397,,,,,,,,,,,,,,
Sormás,16,865,,,,,,,,,,,,,,
Surd,22,633,,,,,,,,,,,,,,
Szepetnek,30,1632,,,,,,,,,,,,,,
Újudvar,16,905,,,,,,,,,,,,,,
Zalakaros,17,1846,,,,,,,,,,,,,,
Zalakomár,55,3000,,,,,,,,,,,,,,
Zalamerenye,14,166,,,,,,,,,,,,,,
Zalasárszeg,3,125,,,,,,,,,,,,,,
Zalaszabar,17,541,,,,,,,,,,,,,,
Zalaszentbalázs,21,812,,,,,,,,,,,,,,
Zalaszentjakab,7,329,,,,,,,,,,,,,,
Zalaújlak,10,112,,,,,,,,,,,,,,
Nagykanizsai járás,908,78513,,,,,,,,,,,,,,
Alibánfa,6,453,,,,,,,,,,,,,,
Almásháza,5,69,,,,,,,,,,,,,,
Alsónemesapáti,15,722,,,,,,,,,,,,,,
Babosdöbréte,13,498,,,,,,,,,,,,,,
Bagod,16,1329,,,,,,,,,,,,,,
Bak,23,1665,,,,,,,,,,,,,,
Baktüttös,10,327,,,,,,,,,,,,,,
Becsvölgye,21,768,,,,,,,,,,,,,,
Bezeréd,12,153,,,,,,,,,,,,,,
Bocfölde,9,1138,,,,,,,,,,,,,,
Boncodfölde,6,348,,,,,,,,,,,,,,
Böde,9,275,,,,,,,,,,,,,,
Búcsúszentlászló,2,819,,,,,,,,,,,,,,
Csatár,8,561,,,,,,,,,,,,,,
Csertalakos,2,24,,,,,,,,,,,,,,
Csonkahegyhát,8,355,,,,,,,,,,,,,,
Csöde,11,78,,,,,,,,,,,,,,
Dobronhegy,2,137,,,,,,,,,,,,,,
Egervár,10,1006,,,,,,,,,,,,,,
Gellénháza,5,1540,,,,,,,,,,,,,,
Gombosszeg,2,42,,,,,,,,,,,,,,
Gősfa,10,340,,,,,,,,,,,,,,
Gutorfölde,25,1021,,,,,,,,,,,,,,
Gyűrűs,4,88,,,,,,,,,,,,,,
Hagyárosbörönd,11,305,,,,,,,,,,,,,,
Hottó,7,356,,,,,,,,,,,,,,
Iborfia,3,9,,,,,,,,,,,,,,
Kávás,7,245,,,,,,,,,,,,,,
Kemendollár,16,510,,,,,,,,,,,,,,
Keménfa,15,79,,,,,,,,,,,,,,
Kisbucsa,9,484,,,,,,,,,,,,,,
Kiskutas,5,172,,,,,,,,,,,,,,
Kispáli,5,280,,,,,,,,,,,,,,
Kustánszeg,11,509,,,,,,,,,,,,,,
Lakhegy,9,490,,,,,,,,,,,,,,
Lickóvadamos,7,196,,,,,,,,,,,,,,
Milejszeg,9,347,,,,,,,,,,,,,,
Misefa,7,303,,,,,,,,,,,,,,
Nagykapornak,24,906,,,,,,,,,,,,,,
Nagykutas,8,439,,,,,,,,,,,,,,
Nagylengyel,10,510,,,,,,,,,,,,,,
Nagypáli,6,469,,,,,,,,,,,,,,
